ETC, GBP
2016-10-01-17-00, 0.946935
2016-10-01-18-00, 0.937909
2016-10-01-19-00, 0.938881
2016-10-01-20-00, 0.938521
2016-10-01-21-00, 0.937806
2016-10-01-22-00, 0.938407
2016-10-01-23-00, 0.937356
2016-10-02-00-00, 0.462677
2016-10-02-01-00, 0.462643
2016-10-02-02-00, 0.462513
2016-10-02-03-00, 0.462908
2016-10-02-04-00, 0.462819
2016-10-02-05-00, 0.455465
2016-10-02-06-00, 0.939938
2016-10-02-07-00, 0.940464
2016-10-02-08-00, 0.939793
2016-10-02-09-00, 0.939054
2016-10-02-10-00, 0.940493
2016-10-02-11-00, 0.940671
2016-10-02-12-00, 0.921531
2016-10-02-13-00, 0.920389
2016-10-02-14-00, 0.920691
2016-10-02-15-00, 0.919066
2016-10-02-16-00, 0.918581
2016-10-02-17-00, 0.919403
2016-10-02-18-00, 0.930514
2016-10-02-19-00, 0.930247
2016-10-02-20-00, 0.930476
2016-10-02-21-00, 0.930106
2016-10-02-22-00, 0.930617
2016-10-02-23-00, 0.933610
2016-10-03-00-00, 0.925586
2016-10-03-01-00, 0.925533
2016-10-03-02-00, 0.928164
2016-10-03-03-00, 0.928771
2016-10-03-04-00, 0.928255
2016-10-03-05-00, 0.929086
2016-10-03-06-00, 0.929433
2016-10-03-07-00, 0.930185
2016-10-03-08-00, 0.931386
2016-10-03-09-00, 0.930577
2016-10-03-10-00, 0.931340
2016-10-03-11-00, 0.931453
2016-10-03-12-00, 0.932925
2016-10-03-13-00, 0.932355
2016-10-03-14-00, 0.932774
2016-10-03-15-00, 0.932111
2016-10-03-16-00, 0.932692
2016-10-03-17-00, 0.935994
2016-10-03-18-00, 0.919281
2016-10-03-19-00, 0.918624
2016-10-03-20-00, 0.919082
2016-10-03-21-00, 0.919291
2016-10-03-22-00, 0.920579
2016-10-03-23-00, 0.920059
2016-10-04-00-00, 0.925021
2016-10-04-01-00, 0.926599
2016-10-04-02-00, 0.928072
2016-10-04-03-00, 0.925611
2016-10-04-04-00, 0.925187
2016-10-04-05-00, 0.923598
2016-10-04-06-00, 0.926981
2016-10-04-07-00, 0.928483
2016-10-04-08-00, 0.927252
2016-10-04-09-00, 0.926461
2016-10-04-10-00, 0.926611
2016-10-04-11-00, 0.928442
2016-10-04-12-00, 0.932202
2016-10-04-13-00, 0.930405
2016-10-04-14-00, 0.931742
2016-10-04-15-00, 0.927857
2016-10-04-16-00, 0.928714
2016-10-04-17-00, 0.929293
2016-10-04-18-00, 0.918452
2016-10-04-19-00, 0.918446
2016-10-04-20-00, 0.919263
2016-10-04-21-00, 0.917887
2016-10-04-22-00, 0.919533
2016-10-04-23-00, 0.918510
2016-10-05-00-00, 0.920842
2016-10-05-01-00, 0.922216
2016-10-05-02-00, 0.918478
2016-10-05-03-00, 0.924154
2016-10-05-04-00, 0.919161
2016-10-05-05-00, 0.919451
2016-10-05-06-00, 0.915197
2016-10-05-07-00, 0.912612
2016-10-05-08-00, 0.911856
2016-10-05-09-00, 0.911977
2016-10-05-10-00, 0.914013
2016-10-05-11-00, 0.913395
2016-10-05-12-00, 0.912485
2016-10-05-13-00, 0.913126
2016-10-05-14-00, 0.913989
2016-10-05-15-00, 0.912144
2016-10-05-16-00, 0.910931
2016-10-05-17-00, 0.911575
2016-10-05-18-00, 0.934288
2016-10-05-19-00, 0.934179
2016-10-05-20-00, 0.934184
2016-10-05-21-00, 0.934318
2016-10-05-22-00, 0.933943
2016-10-05-23-00, 0.931833
2016-10-06-00-00, 0.944273
2016-10-06-01-00, 0.943395
2016-10-06-02-00, 0.944433
2016-10-06-03-00, 0.944022
2016-10-06-04-00, 0.949173
2016-10-06-05-00, 0.942318
2016-10-06-06-00, 0.946993
2016-10-06-07-00, 0.944303
2016-10-06-08-00, 0.944947
2016-10-06-09-00, 0.946695
2016-10-06-10-00, 0.948263
2016-10-06-11-00, 0.946335
2016-10-06-12-00, 0.943656
2016-10-06-13-00, 0.942415
2016-10-06-14-00, 0.944404
2016-10-06-15-00, 0.944427
2016-10-06-16-00, 0.943378
2016-10-06-17-00, 0.943364
2016-10-06-18-00, 0.945042
2016-10-06-19-00, 0.946080
2016-10-06-20-00, 0.946367
2016-10-06-21-00, 0.946863
2016-10-06-22-00, 0.948106
2016-10-06-23-00, 0.945828
2016-10-07-00-00, 0.938947
2016-10-07-01-00, 0.939781
2016-10-07-02-00, 0.938352
2016-10-07-03-00, 0.945758
2016-10-07-04-00, 0.939199
2016-10-07-05-00, 0.943406
2016-10-07-06-00, 0.950758
2016-10-07-07-00, 0.955171
2016-10-07-08-00, 0.954334
2016-10-07-09-00, 0.953409
2016-10-07-10-00, 0.953287
2016-10-07-11-00, 0.955786
2016-10-07-12-00, 0.932345
2016-10-07-13-00, 0.932235
2016-10-07-14-00, 0.933904
2016-10-07-15-00, 0.932292
2016-10-07-16-00, 0.929725
2016-10-07-17-00, 0.929558
2016-10-07-18-00, 0.928254
2016-10-07-19-00, 0.932252
2016-10-07-20-00, 0.932444
2016-10-07-21-00, 0.934037
2016-10-07-22-00, 0.938237
2016-10-07-23-00, 0.933082
2016-10-08-00-00, 0.949166
2016-10-08-01-00, 0.948296
2016-10-08-02-00, 0.954723
2016-10-08-03-00, 0.948841
2016-10-08-04-00, 0.950927
2016-10-08-05-00, 0.950258
2016-10-08-06-00, 0.940190
2016-10-08-07-00, 0.938324
2016-10-08-08-00, 0.938041
2016-10-08-09-00, 0.938566
2016-10-08-10-00, 0.939068
2016-10-08-11-00, 0.938042
2016-10-08-12-00, 0.938615
2016-10-08-13-00, 0.937071
2016-10-08-14-00, 0.937568
2016-10-08-15-00, 0.936537
2016-10-08-16-00, 0.935550
2016-10-08-17-00, 0.936796
2016-10-08-18-00, 0.955410
2016-10-08-19-00, 0.956372
2016-10-08-20-00, 0.952895
2016-10-08-21-00, 0.956219
2016-10-08-22-00, 0.954750
2016-10-08-23-00, 0.955469
2016-10-09-00-00, 0.946732
2016-10-09-01-00, 0.946523
2016-10-09-02-00, 0.944464
2016-10-09-03-00, 0.945066
2016-10-09-04-00, 0.940849
2016-10-09-05-00, 0.944331
2016-10-09-06-00, 0.943066
2016-10-09-07-00, 0.943063
2016-10-09-08-00, 0.942213
2016-10-09-09-00, 0.940506
2016-10-09-10-00, 0.941005
2016-10-09-11-00, 0.944379
2016-10-09-12-00, 0.944603
2016-10-09-13-00, 0.953934
2016-10-09-14-00, 0.949906
2016-10-09-15-00, 0.946046
2016-10-09-16-00, 0.944329
2016-10-09-17-00, 0.943795
2016-10-09-18-00, 0.944835
2016-10-09-19-00, 0.941619
2016-10-09-20-00, 0.943306
2016-10-09-21-00, 0.937323
2016-10-09-22-00, 0.942267
2016-10-09-23-00, 0.938988
2016-10-10-00-00, 0.936183
2016-10-10-01-00, 0.946854
2016-10-10-02-00, 0.945164
2016-10-10-03-00, 0.943384
2016-10-10-04-00, 0.941276
2016-10-10-05-00, 0.942729
2016-10-10-06-00, 0.944638
2016-10-10-07-00, 0.944145
2016-10-10-08-00, 0.939784
2016-10-10-09-00, 0.940741
2016-10-10-10-00, 0.936972
2016-10-10-11-00, 0.937253
2016-10-10-12-00, 0.933508
2016-10-10-13-00, 0.932052
2016-10-10-14-00, 0.939636
2016-10-10-15-00, 0.929793
2016-10-10-16-00, 0.938434
2016-10-10-17-00, 0.941592
2016-10-10-18-00, 0.937564
2016-10-10-19-00, 0.932660
2016-10-10-20-00, 0.940322
2016-10-10-21-00, 0.932151
2016-10-10-22-00, 0.931516
2016-10-10-23-00, 0.929913
2016-10-11-00-00, 0.912933
2016-10-11-01-00, 0.949632
2016-10-11-02-00, 0.951091
2016-10-11-03-00, 0.955046
2016-10-11-04-00, 0.969151
2016-10-11-05-00, 0.938642
2016-10-11-06-00, 0.941424
2016-10-11-07-00, 0.943160
2016-10-11-08-00, 0.939395
2016-10-11-09-00, 0.935279
2016-10-11-10-00, 0.931094
2016-10-11-11-00, 0.934797
2016-10-11-12-00, 0.938136
2016-10-11-13-00, 0.927971
2016-10-11-14-00, 0.926233
2016-10-11-15-00, 0.924199
2016-10-11-16-00, 0.925045
2016-10-11-17-00, 0.928499
2016-10-11-18-00, 0.918492
2016-10-11-19-00, 0.923908
2016-10-11-20-00, 0.911200
2016-10-11-21-00, 0.918116
2016-10-11-22-00, 0.909746
2016-10-11-23-00, 0.898462
2016-10-12-00-00, 0.874414
2016-10-12-01-00, 0.890513
2016-10-12-02-00, 0.856557
2016-10-12-03-00, 0.822290
2016-10-12-04-00, 0.835535
2016-10-12-05-00, 0.853840
2016-10-12-06-00, 0.856699
2016-10-12-07-00, 0.849232
2016-10-12-08-00, 0.846880
2016-10-12-09-00, 0.854059
2016-10-12-10-00, 0.836440
2016-10-12-11-00, 0.834623
2016-10-12-12-00, 0.841921
2016-10-12-13-00, 0.836801
2016-10-12-14-00, 0.839778
2016-10-12-15-00, 0.845117
2016-10-12-16-00, 0.837239
2016-10-12-17-00, 0.834850
2016-10-12-18-00, 0.829444
2016-10-12-19-00, 0.827370
2016-10-12-20-00, 0.826920
2016-10-12-21-00, 0.834749
2016-10-12-22-00, 0.849995
2016-10-12-23-00, 0.847335
2016-10-13-00-00, 0.836057
2016-10-13-01-00, 0.848563
2016-10-13-02-00, 0.854785
2016-10-13-03-00, 0.853639
2016-10-13-04-00, 0.850812
2016-10-13-05-00, 0.854642
2016-10-13-06-00, 0.852412
2016-10-13-07-00, 0.852936
2016-10-13-08-00, 0.851297
2016-10-13-09-00, 0.845763
2016-10-13-10-00, 0.845817
2016-10-13-11-00, 0.840375
2016-10-13-12-00, 0.835230
2016-10-13-13-00, 0.833364
2016-10-13-14-00, 0.827265
2016-10-13-15-00, 0.826766
2016-10-13-16-00, 0.823871
2016-10-13-17-00, 0.809359
2016-10-13-18-00, 0.812880
2016-10-13-19-00, 0.814570
2016-10-13-20-00, 0.809482
2016-10-13-21-00, 0.817990
2016-10-13-22-00, 0.822485
2016-10-13-23-00, 0.828853
2016-10-14-00-00, 0.819939
2016-10-14-01-00, 0.825218
2016-10-14-02-00, 0.826619
2016-10-14-03-00, 0.821058
2016-10-14-04-00, 0.822273
2016-10-14-05-00, 0.813469
2016-10-14-06-00, 0.812373
2016-10-14-07-00, 0.814901
2016-10-14-08-00, 0.817737
2016-10-14-09-00, 0.817196
2016-10-14-10-00, 0.816525
2016-10-14-11-00, 0.813791
2016-10-14-12-00, 0.808417
2016-10-14-13-00, 0.812362
2016-10-14-14-00, 0.811779
2016-10-14-15-00, 0.808470
2016-10-14-16-00, 0.811272
2016-10-14-17-00, 0.812150
2016-10-14-18-00, 0.815238
2016-10-14-19-00, 0.818793
2016-10-14-20-00, 0.811452
2016-10-14-21-00, 0.811886
2016-10-14-22-00, 0.812784
2016-10-14-23-00, 0.814427
2016-10-15-00-00, 0.818239
2016-10-15-01-00, 0.813485
2016-10-15-02-00, 0.822701
2016-10-15-03-00, 0.815339
2016-10-15-04-00, 0.816340
2016-10-15-05-00, 0.818616
2016-10-15-06-00, 0.812871
2016-10-15-07-00, 0.812576
2016-10-15-08-00, 0.816788
2016-10-15-09-00, 0.816282
2016-10-15-10-00, 0.810875
2016-10-15-11-00, 0.811397
2016-10-15-12-00, 0.812090
2016-10-15-13-00, 0.811578
2016-10-15-14-00, 0.811702
2016-10-15-15-00, 0.811336
2016-10-15-16-00, 0.815267
2016-10-15-17-00, 0.818405
2016-10-15-18-00, 0.808821
2016-10-15-19-00, 0.810165
2016-10-15-20-00, 0.810216
2016-10-15-21-00, 0.809863
2016-10-15-22-00, 0.811883
2016-10-15-23-00, 0.816575
2016-10-16-00-00, 0.884046
2016-10-16-01-00, 0.814666
2016-10-16-02-00, 0.815802
2016-10-16-03-00, 0.818294
2016-10-16-04-00, 0.820284
2016-10-16-05-00, 0.814426
2016-10-16-06-00, 0.816521
2016-10-16-07-00, 0.815896
2016-10-16-08-00, 0.815623
2016-10-16-09-00, 0.822689
2016-10-16-10-00, 0.833771
2016-10-16-11-00, 0.817211
2016-10-16-12-00, 0.818814
2016-10-16-13-00, 0.816136
2016-10-16-14-00, 0.816579
2016-10-16-15-00, 0.815113
2016-10-16-16-00, 0.816982
2016-10-16-17-00, 0.830647
2016-10-16-18-00, 0.840362
2016-10-16-19-00, 0.835381
2016-10-16-20-00, 0.834844
2016-10-16-21-00, 0.855276
2016-10-16-22-00, 0.860254
2016-10-16-23-00, 0.928447
2016-10-17-00-00, 0.936820
2016-10-17-01-00, 0.926782
2016-10-17-02-00, 0.935332
2016-10-17-03-00, 0.888534
2016-10-17-04-00, 0.885733
2016-10-17-05-00, 0.893611
2016-10-17-06-00, 0.903179
2016-10-17-07-00, 0.903609
2016-10-17-08-00, 0.925944
2016-10-17-09-00, 0.913838
2016-10-17-10-00, 0.910692
2016-10-17-11-00, 0.882476
2016-10-17-12-00, 0.900201
2016-10-17-13-00, 0.879903
2016-10-17-14-00, 0.874811
2016-10-17-15-00, 0.874131
2016-10-17-16-00, 0.874516
2016-10-17-17-00, 0.895094
2016-10-17-18-00, 0.883370
2016-10-17-19-00, 0.877183
2016-10-17-20-00, 0.891389
2016-10-17-21-00, 0.899352
2016-10-17-22-00, 0.879196
2016-10-17-23-00, 0.880789
2016-10-18-00-00, 0.861829
2016-10-18-01-00, 0.865587
2016-10-18-02-00, 0.857414
2016-10-18-03-00, 0.859302
2016-10-18-04-00, 0.856494
2016-10-18-05-00, 0.855066
2016-10-18-06-00, 0.854685
2016-10-18-07-00, 0.854475
2016-10-18-08-00, 0.854116
2016-10-18-09-00, 0.850647
2016-10-18-10-00, 0.845332
2016-10-18-11-00, 0.843474
2016-10-18-12-00, 0.844695
2016-10-18-13-00, 0.846217
2016-10-18-14-00, 0.836688
2016-10-18-15-00, 0.831793
2016-10-18-16-00, 0.826017
2016-10-18-17-00, 0.831188
2016-10-18-18-00, 0.830492
2016-10-18-19-00, 0.827187
2016-10-18-20-00, 0.838811
2016-10-18-21-00, 0.838329
2016-10-18-22-00, 0.843498
2016-10-18-23-00, 0.848165
2016-10-19-00-00, 0.861590
2016-10-19-01-00, 0.851490
2016-10-19-02-00, 0.852205
2016-10-19-03-00, 0.847865
2016-10-19-04-00, 0.863591
2016-10-19-05-00, 0.855832
2016-10-19-06-00, 0.862358
2016-10-19-07-00, 0.860731
2016-10-19-08-00, 0.859979
2016-10-19-09-00, 0.858251
2016-10-19-10-00, 0.877122
2016-10-19-11-00, 0.865076
2016-10-19-12-00, 0.870852
2016-10-19-13-00, 0.853640
2016-10-19-14-00, 0.841396
2016-10-19-15-00, 0.847660
2016-10-19-16-00, 0.847820
2016-10-19-17-00, 0.847587
2016-10-19-18-00, 0.849829
2016-10-19-19-00, 0.850064
2016-10-19-20-00, 0.851944
2016-10-19-21-00, 0.858322
2016-10-19-22-00, 0.853250
2016-10-19-23-00, 0.851425
2016-10-20-00-00, 0.856290
2016-10-20-01-00, 0.854635
2016-10-20-02-00, 0.858994
2016-10-20-03-00, 0.859647
2016-10-20-04-00, 0.861349
2016-10-20-05-00, 0.861662
2016-10-20-06-00, 0.860151
2016-10-20-07-00, 0.861755
2016-10-20-08-00, 0.852833
2016-10-20-09-00, 0.853443
2016-10-20-10-00, 0.853030
2016-10-20-11-00, 0.853026
2016-10-20-12-00, 0.850334
2016-10-20-13-00, 0.846700
2016-10-20-14-00, 0.846254
2016-10-20-15-00, 0.855753
2016-10-20-16-00, 0.845956
2016-10-20-17-00, 0.849752
2016-10-20-18-00, 0.858903
2016-10-20-19-00, 0.850541
2016-10-20-20-00, 0.846230
2016-10-20-21-00, 0.844194
2016-10-20-22-00, 0.848899
2016-10-20-23-00, 0.849655
2016-10-21-00-00, 0.845795
2016-10-21-01-00, 0.856926
2016-10-21-02-00, 0.857265
2016-10-21-03-00, 0.868543
2016-10-21-04-00, 0.868943
2016-10-21-05-00, 0.864663
2016-10-21-06-00, 0.858509
2016-10-21-07-00, 0.856202
2016-10-21-08-00, 0.850775
2016-10-21-09-00, 0.849639
2016-10-21-10-00, 0.846329
2016-10-21-11-00, 0.841748
2016-10-21-12-00, 0.846459
2016-10-21-13-00, 0.844227
2016-10-21-14-00, 0.841069
2016-10-21-15-00, 0.840277
2016-10-21-16-00, 0.849592
2016-10-21-17-00, 0.851675
2016-10-21-18-00, 0.838209
2016-10-21-19-00, 0.842610
2016-10-21-20-00, 0.844483
2016-10-21-21-00, 0.839274
2016-10-21-22-00, 0.841250
2016-10-21-23-00, 0.838844
2016-10-22-00-00, 0.841935
2016-10-22-01-00, 0.849413
2016-10-22-02-00, 0.854136
2016-10-22-03-00, 0.850845
2016-10-22-04-00, 0.852358
2016-10-22-05-00, 0.858054
2016-10-22-06-00, 0.853982
2016-10-22-07-00, 0.860101
2016-10-22-08-00, 0.854499
2016-10-22-09-00, 0.859837
2016-10-22-10-00, 0.854695
2016-10-22-11-00, 0.853197
2016-10-22-12-00, 0.854226
2016-10-22-13-00, 0.857717
2016-10-22-14-00, 0.858403
2016-10-22-15-00, 0.864973
2016-10-22-16-00, 0.857498
2016-10-22-17-00, 0.857164
2016-10-22-18-00, 0.857524
2016-10-22-19-00, 0.855881
2016-10-22-20-00, 0.855652
2016-10-22-21-00, 0.852994
2016-10-22-22-00, 0.854205
2016-10-22-23-00, 0.862452
2016-10-23-00-00, 0.859498
2016-10-23-01-00, 0.852995
2016-10-23-02-00, 0.848972
2016-10-23-03-00, 0.842680
2016-10-23-04-00, 0.848574
2016-10-23-05-00, 0.848152
2016-10-23-06-00, 0.850513
2016-10-23-07-00, 0.846043
2016-10-23-08-00, 0.844719
2016-10-23-09-00, 0.837614
2016-10-23-10-00, 0.841179
2016-10-23-11-00, 0.841189
2016-10-23-12-00, 0.842461
2016-10-23-13-00, 0.846605
2016-10-23-14-00, 0.851052
2016-10-23-15-00, 0.850406
2016-10-23-16-00, 0.856410
2016-10-23-17-00, 0.859381
2016-10-23-18-00, 0.855723
2016-10-23-19-00, 0.856580
2016-10-23-20-00, 0.856871
2016-10-23-21-00, 0.852052
2016-10-23-22-00, 0.851347
2016-10-23-23-00, 0.851802
2016-10-24-00-00, 0.845187
2016-10-24-01-00, 0.859698
2016-10-24-02-00, 0.854671
2016-10-24-03-00, 0.843732
2016-10-24-04-00, 0.850159
2016-10-24-05-00, 0.844750
2016-10-24-06-00, 0.849436
2016-10-24-07-00, 0.844614
2016-10-24-08-00, 0.848091
2016-10-24-09-00, 0.846819
2016-10-24-10-00, 0.849537
2016-10-24-11-00, 0.847622
2016-10-24-12-00, 0.850546
2016-10-24-13-00, 0.849287
2016-10-24-14-00, 0.845976
2016-10-24-15-00, 0.835905
2016-10-24-16-00, 0.838587
2016-10-24-17-00, 0.836291
2016-10-24-18-00, 0.838637
2016-10-24-19-00, 0.835986
2016-10-24-20-00, 0.840111
2016-10-24-21-00, 0.835431
2016-10-24-22-00, 0.837002
2016-10-24-23-00, 0.836567
2016-10-25-00-00, 0.839855
2016-10-25-01-00, 0.851086
2016-10-25-02-00, 0.845227
2016-10-25-03-00, 0.849707
2016-10-25-04-00, 0.849006
2016-10-25-05-00, 0.842943
2016-10-25-06-00, 0.830596
2016-10-25-07-00, 0.835877
2016-10-25-08-00, 0.828631
2016-10-25-09-00, 0.830586
2016-10-25-10-00, 0.830838
2016-10-25-11-00, 0.824156
2016-10-25-12-00, 0.827933
2016-10-25-13-00, 0.825379
2016-10-25-14-00, 0.822541
2016-10-25-15-00, 0.826327
2016-10-25-16-00, 0.825802
2016-10-25-17-00, 0.833905
2016-10-25-18-00, 0.843300
2016-10-25-19-00, 0.837267
2016-10-25-20-00, 0.838343
2016-10-25-21-00, 0.836864
2016-10-25-22-00, 0.839501
2016-10-25-23-00, 0.836317
2016-10-26-00-00, 0.832773
2016-10-26-01-00, 0.843425
2016-10-26-02-00, 0.838812
2016-10-26-03-00, 0.835945
2016-10-26-04-00, 0.836207
2016-10-26-05-00, 0.833188
2016-10-26-06-00, 0.837991
2016-10-26-07-00, 0.841763
2016-10-26-08-00, 0.835162
2016-10-26-09-00, 0.836909
2016-10-26-10-00, 0.836729
2016-10-26-11-00, 0.836628
2016-10-26-12-00, 0.840213
2016-10-26-13-00, 0.839908
2016-10-26-14-00, 0.841715
2016-10-26-15-00, 0.839974
2016-10-26-16-00, 0.841056
2016-10-26-17-00, 0.848665
2016-10-26-18-00, 0.848404
2016-10-26-19-00, 0.842394
2016-10-26-20-00, 0.839943
2016-10-26-21-00, 0.839592
2016-10-26-22-00, 0.831023
2016-10-26-23-00, 0.839708
2016-10-27-00-00, 0.825850
2016-10-27-01-00, 0.851937
2016-10-27-02-00, 0.854640
2016-10-27-03-00, 0.853481
2016-10-27-04-00, 0.841408
2016-10-27-05-00, 0.845213
2016-10-27-06-00, 0.845949
2016-10-27-07-00, 0.841074
2016-10-27-08-00, 0.843502
2016-10-27-09-00, 0.833615
2016-10-27-10-00, 0.830567
2016-10-27-11-00, 0.824543
2016-10-27-12-00, 0.821075
2016-10-27-13-00, 0.831478
2016-10-27-14-00, 0.833691
2016-10-27-15-00, 0.834504
2016-10-27-16-00, 0.830804
2016-10-27-17-00, 0.827564
2016-10-27-18-00, 0.828515
2016-10-27-19-00, 0.830607
2016-10-27-20-00, 0.824869
2016-10-27-21-00, 0.809444
2016-10-27-22-00, 0.813494
2016-10-27-23-00, 0.812366
2016-10-28-00-00, 0.796052
2016-10-28-01-00, 0.816830
2016-10-28-02-00, 0.816141
2016-10-28-03-00, 0.814410
2016-10-28-04-00, 0.825479
2016-10-28-05-00, 0.814693
2016-10-28-06-00, 0.811418
2016-10-28-07-00, 0.816847
2016-10-28-08-00, 0.813512
2016-10-28-09-00, 0.806872
2016-10-28-10-00, 0.800089
2016-10-28-11-00, 0.803682
2016-10-28-12-00, 0.800265
2016-10-28-13-00, 0.795743
2016-10-28-14-00, 0.789991
2016-10-28-15-00, 0.792041
2016-10-28-16-00, 0.792851
2016-10-28-17-00, 0.790087
2016-10-28-18-00, 0.787186
2016-10-28-19-00, 0.778125
2016-10-28-20-00, 0.776842
2016-10-28-21-00, 0.771710
2016-10-28-22-00, 0.781485
2016-10-28-23-00, 0.779490
2016-10-29-00-00, 0.750962
2016-10-29-01-00, 0.796309
2016-10-29-02-00, 0.798144
2016-10-29-03-00, 0.798676
2016-10-29-04-00, 0.798737
2016-10-29-05-00, 0.797131
2016-10-29-06-00, 0.794881
2016-10-29-07-00, 0.791504
2016-10-29-08-00, 0.793201
2016-10-29-09-00, 0.794213
2016-10-29-10-00, 0.788679
2016-10-29-11-00, 0.774902
2016-10-29-12-00, 0.778339
2016-10-29-13-00, 0.764271
2016-10-29-14-00, 0.732132
2016-10-29-15-00, 0.733699
2016-10-29-16-00, 0.775925
2016-10-29-17-00, 0.776173
2016-10-29-18-00, 0.753870
2016-10-29-19-00, 0.759730
2016-10-29-20-00, 0.743641
2016-10-29-21-00, 0.739475
2016-10-29-22-00, 0.735290
2016-10-29-23-00, 0.744113
2016-10-30-00-00, 0.739834
2016-10-30-01-00, 0.720911
2016-10-30-02-00, 0.764881
2016-10-30-03-00, 0.747634
2016-10-30-04-00, 0.748794
2016-10-30-05-00, 0.725431
2016-10-30-06-00, 0.725024
2016-10-30-07-00, 0.729802
2016-10-30-08-00, 0.738213
2016-10-30-09-00, 0.722850
2016-10-30-10-00, 0.725849
2016-10-30-11-00, 0.731784
2016-10-30-12-00, 0.733885
2016-10-30-13-00, 0.742401
2016-10-30-14-00, 0.761045
2016-10-30-15-00, 0.765072
2016-10-30-16-00, 0.749582
2016-10-30-17-00, 0.754676
2016-10-30-18-00, 0.751599
2016-10-30-19-00, 0.752263
2016-10-30-20-00, 0.747136
2016-10-30-21-00, 0.761865
2016-10-30-22-00, 0.747239
2016-10-30-23-00, 0.757405
2016-10-31-00-00, 0.744387
2016-10-31-01-00, 0.746563
2016-10-31-02-00, 0.760738
2016-10-31-03-00, 0.751386
2016-10-31-04-00, 0.751002
2016-10-31-05-00, 0.752134
2016-10-31-06-00, 0.746779
2016-10-31-07-00, 0.744401
2016-10-31-08-00, 0.745769
2016-10-31-09-00, 0.747132
2016-10-31-10-00, 0.745793
2016-10-31-11-00, 0.746237
2016-10-31-12-00, 0.742352
2016-10-31-13-00, 0.741922
2016-10-31-14-00, 0.742776
2016-10-31-15-00, 0.738166
2016-10-31-16-00, 0.726273
2016-10-31-17-00, 0.735548
2016-10-31-18-00, 0.744242
2016-10-31-19-00, 0.743300
2016-10-31-20-00, 0.737987
2016-10-31-21-00, 0.731073
2016-10-31-22-00, 0.732610
2016-10-31-23-00, 0.734580
2016-11-01-00-00, 0.722832
2016-11-01-01-00, 0.751491
2016-11-01-02-00, 0.743083
2016-11-01-03-00, 0.737377
2016-11-01-04-00, 0.730829
2016-11-01-05-00, 0.729468
2016-11-01-06-00, 0.731287
2016-11-01-07-00, 0.734176
2016-11-01-08-00, 0.727190
2016-11-01-09-00, 0.718990
2016-11-01-10-00, 0.716943
2016-11-01-11-00, 0.719692
2016-11-01-12-00, 0.715038
2016-11-01-13-00, 0.713889
2016-11-01-14-00, 0.719875
2016-11-01-15-00, 0.728395
2016-11-01-16-00, 0.734479
2016-11-01-17-00, 0.727929
2016-11-01-18-00, 0.719591
2016-11-01-19-00, 0.719234
2016-11-01-20-00, 0.717684
2016-11-01-21-00, 0.721768
2016-11-01-22-00, 0.713487
2016-11-01-23-00, 0.725391
2016-11-02-00-00, 0.716240
2016-11-02-01-00, 0.717265
2016-11-02-02-00, 0.720967
2016-11-02-03-00, 0.725757
2016-11-02-04-00, 0.724373
2016-11-02-05-00, 0.719631
2016-11-02-06-00, 0.718985
2016-11-02-07-00, 0.719121
2016-11-02-08-00, 0.716326
2016-11-02-09-00, 0.716855
2016-11-02-10-00, 0.715060
2016-11-02-11-00, 0.715086
2016-11-02-12-00, 0.718276
2016-11-02-13-00, 0.722572
2016-11-02-14-00, 0.728607
2016-11-02-15-00, 0.728712
2016-11-02-16-00, 0.731526
2016-11-02-17-00, 0.729548
2016-11-02-18-00, 0.724256
2016-11-02-19-00, 0.724584
2016-11-02-20-00, 0.725524
2016-11-02-21-00, 0.724216
2016-11-02-22-00, 0.718936
2016-11-02-23-00, 0.721749
2016-11-03-00-00, 0.728296
2016-11-03-01-00, 0.695418
2016-11-03-02-00, 0.699048
2016-11-03-03-00, 0.696195
2016-11-03-04-00, 0.702559
2016-11-03-05-00, 0.704677
2016-11-03-06-00, 0.694639
2016-11-03-07-00, 0.692693
2016-11-03-08-00, 0.702239
2016-11-03-09-00, 0.701296
2016-11-03-10-00, 0.702458
2016-11-03-11-00, 0.703694
2016-11-03-12-00, 0.699818
2016-11-03-13-00, 0.694045
2016-11-03-14-00, 0.705543
2016-11-03-15-00, 0.689009
2016-11-03-16-00, 0.703486
2016-11-03-17-00, 0.717384
2016-11-03-18-00, 0.708732
2016-11-03-19-00, 0.732307
2016-11-03-20-00, 0.708498
2016-11-03-21-00, 0.716921
2016-11-03-22-00, 0.716373
2016-11-03-23-00, 0.721661
2016-11-04-00-00, 0.747385
2016-11-04-01-00, 0.729462
2016-11-04-02-00, 0.730481
2016-11-04-03-00, 0.729296
2016-11-04-04-00, 0.728767
2016-11-04-05-00, 0.724851
2016-11-04-06-00, 0.714394
2016-11-04-07-00, 0.724705
2016-11-04-08-00, 0.727074
2016-11-04-09-00, 0.719710
2016-11-04-10-00, 0.720295
2016-11-04-11-00, 0.714151
2016-11-04-12-00, 0.714543
2016-11-04-13-00, 0.721481
2016-11-04-14-00, 0.713532
2016-11-04-15-00, 0.716150
2016-11-04-16-00, 0.737236
2016-11-04-17-00, 0.737996
2016-11-04-18-00, 0.758134
2016-11-04-19-00, 0.771822
2016-11-04-20-00, 0.753518
2016-11-04-21-00, 0.761625
2016-11-04-22-00, 0.802984
2016-11-04-23-00, 0.779843
